postUrl,profileUrl,username,fullName,commentCount,likeCount,pubDate,description,postId,ownerId,type,query,timestamp,imgUrl,videoUrl,viewCount
https://www.instagram.com/p/BwWcFqxB9aC/,https://www.instagram.com/mrshphrd,mrshphrd,Jack Shepherd,25,106,2019-04-17T08:51:54.000Z,"FREE Elixir Strings; This post is your last chance! I’ll even throw in a copy of Sound Travels to the two lucky players from FB and Insta.
To enter...
•Like this post
•Tag a mate + Comment
•Follow @mrshphrd
•Follow @gsus4co 
That's it!
Winner announced Monday, April 22
#FreeStrings #Elixir #Giveaway #Gsus4co",2023928617369065200,44508568,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.009Z,,,
https://www.instagram.com/p/BwCI86Sn_gV/,https://www.instagram.com/gsus4co,gsus4co,𝔾𝕤𝕦𝕤𝟜 | Music Gear &amp; Supply Co,113,170,2019-04-09T11:39:52.000Z,"Do it guys! :)
We are giving 12 packs of @elixir_strings strings to two lucky players from FB and Instagram.
•Like this post
•Tag a mate
•Comment
•Follow @gsus4co &amp; @mrshphrd 
That’s it!
There will be multiple chances to enter - competition ends April 22nd, International entrants welcome.
#FreeStrings #Elixir #Giveaway #Gsus4co",2018214953145596000,4676721204,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.011Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e35/53016434_189020908743054_6332595282919094679_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=106&_nc_ohc=VYzGgW9QOucAX_0UPZ1&edm=ABZsPhsBAAAA&ccb=7-4&oh=3dc15c100dd66e45be99fc8c78cec90c&oe=60DC4971&_nc_sid=4efc9f&ig_cache_key=MjAxODIxNDk1MzE0NTU5NTkyNQ%3D%3D.2-ccb7-4,,
https://www.instagram.com/p/BwCIo5CArwn/,https://www.instagram.com/mrshphrd,mrshphrd,Jack Shepherd,33,124,2019-04-09T11:37:08.000Z,"FREE strings. 12 PACKS of the very best.
•Like this post
•Tag a mate
•Comment
•Follow me and @gsus4co
That’s it!
There will be multiple chances to enter - competition ends April 22nd, International entrants welcome.
#FreeStrings #Elixir #Giveaway #Gsus4co",2018213577403579400,44508568,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.011Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e35/54510986_131106791291999_2840461363387992603_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=BxD1AouyP30AX9GMW_z&tn=8d6p2hrUzrD07pfX&edm=ABZsPhsBAAAA&ccb=7-4&oh=f3fcbea36dbd39fe85926e08afe41eef&oe=60DC9996&_nc_sid=4efc9f&ig_cache_key=MjAxODIxMzU3NzQwMzU3OTQzMQ%3D%3D.2-ccb7-4,,
https://www.instagram.com/p/BrPsi0jHdNZ/,https://www.instagram.com/gsus4co,gsus4co,𝔾𝕤𝕦𝕤𝟜 | Music Gear &amp; Supply Co,3,29,2018-12-11T11:25:17.000Z,"Gigarex IEM can save your Gig rx... #Repost @mrshphrd
・・・
Gigarex Wireless IEM system. Seriously cool units // @gsus4co is the place to go #wirelessiems #monitoring #JackShepherd #ViennaPeople #gsus4co",1931958672097661700,4676721204,Video,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.011Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e15/s480x480/46095444_136923223964065_1405173013240666817_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=eBwfk98TdTsAX9QexoA&tn=8d6p2hrUzrD07pfX&edm=ABZsPhsBAAAA&ccb=7-4&oh=931df51ce67d02e4cb7bdd5c098b30e8&oe=60DCE96D&_nc_sid=4efc9f&ig_cache_key=MTkzMTk1ODY3MjA5NzY2MTc4NQ%3D%3D.2-ccb7-4,https://scontent-lga3-2.cdninstagram.com/v/t50.2886-16/48600786_602016293587899_7969579235395908100_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=BkoSq0sJly8AX-1Fcm-&edm=ABZsPhsBAAAA&vs=17846404288314820_3846251748&_nc_vs=HBksFQAYJEdOS1c1UUs3QzFUWGh5TUNBQVF5R2djWG9wbHVia1lMQUFBRhUAAsgBABUAGCRHSFhiMVFMSmxsaEVVYjhBQUxON0pzMmxYa1pHYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMBUAACaIyPfpxa3bPxUCKAJDMywXQEYI9cKPXCkYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=7-4&oe=60D675DC&oh=e8115f671a09bf277a4a6812fa72fef0&_nc_sid=4efc9f,206
https://www.instagram.com/p/BrPjq1xFCFv/,https://www.instagram.com/mrshphrd,mrshphrd,Jack Shepherd,0,40,2018-12-11T10:09:25.000Z,Gigarex Wireless IEM system. Seriously cool units // @gsus4co is the place to go #wirelessiems #monitoring #JackShepherd #ViennaPeople #gsus4co,1931919640742863000,44508568,Video,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.011Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e15/s640x640/46750215_533794807097984_3738258164647976962_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=108&_nc_ohc=av9D_xoZtVIAX_PDGtE&edm=ABZsPhsBAAAA&ccb=7-4&oh=13597fde0718d907fd25c031cf1908da&oe=60DD53DE&_nc_sid=4efc9f&ig_cache_key=MTkzMTkxOTY0MDc0Mjg2MzIxNQ%3D%3D.2-ccb7-4,https://scontent-lga3-2.cdninstagram.com/v/t50.2886-16/48600775_345120859406743_6853096831299688938_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=SHvWrsyLX4UAX9pHMhe&tn=8d6p2hrUzrD07pfX&edm=ABZsPhsBAAAA&vs=18009725356035262_1927635210&_nc_vs=HBksFQAYJEdNZVc1UUtYd1RxMjRqa0JBT29aX1VCQ0Z4dGZia1lMQUFBRhUAAsgBABUAGCRHTWpXMVFJWVMwUzhiTU1DQUlOOHg1VTNoUWd0YmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMBUAACaY7%2FD43oPNPxUCKAJDMywXQEYGZmZmZmYYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=7-4&oe=60D65B65&oh=08a0212b8178d2ee428e78894c62f6ec&_nc_sid=4efc9f,213
https://www.instagram.com/p/BqGgI-5lF19/,https://www.instagram.com/songk.kim,songk.kim,김성규,4,46,2018-11-13T01:11:05.000Z,"8대 들여오고 이틀쩨. 
3대 남았어요... 무서운 인기..
다음입고때 가격오른다는... #sire #bass #2ndgeneration #gsus4co",1911356446647541000,144838417,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.011Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e35/44277887_270567317145247_1029268249398738944_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=6KpdoMwUpAgAX_pumma&tn=8d6p2hrUzrD07pfX&edm=ABZsPhsBAAAA&ccb=7-4&oh=30035863789d0bf75b3f6e434c3d7335&oe=60DC4EA1&_nc_sid=4efc9f&ig_cache_key=MTkxMTM1NjQ0NjY0NzU0MTExNw%3D%3D.2-ccb7-4,,
https://www.instagram.com/p/Bpf5O4rFxkK/,https://www.instagram.com/rl_ee_,rl_ee_,Ryan Lee,0,10,2018-10-29T01:19:58.000Z,Got this amazing gentleman board through #gsus4co,1900489279349922000,5938834640,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.011Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e35/43247639_2163579157228673_245256847300841938_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=vQhdSo46jY0AX-fowu_&edm=ABZsPhsBAAAA&ccb=7-4&oh=ac73183719dda8a2b453c039ea895eda&oe=60DD4A36&_nc_sid=4efc9f&ig_cache_key=MTkwMDQ4OTI3OTM0OTkyMjA1OA%3D%3D.2-ccb7-4,,
https://www.instagram.com/p/BjWCia_hffM/,https://www.instagram.com/mattpeterfry,mattpeterfry,Matt-Peter Fry,0,12,2018-05-29T02:20:30.000Z,Thanks #gsus4co for the fresh amp tones... and the fresh breath!,1789629063464614000,5975536999,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.011Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e35/32345063_2019674658054669_1610048080944562176_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=109&_nc_ohc=dAEJ27bfGZYAX8jbZS_&edm=ABZsPhsBAAAA&ccb=7-4&oh=9bdc401281ae153205c8b0b3046e0d3e&oe=60DCBC95&_nc_sid=4efc9f&ig_cache_key=MTc4OTYyOTA2MzQ2NDYxMzgzNg%3D%3D.2-ccb7-4,,
https://www.instagram.com/p/BfvG63BgGP8/,https://www.instagram.com/gsus4co,gsus4co,𝔾𝕤𝕦𝕤𝟜 | Music Gear &amp; Supply Co,0,41,2018-02-28T09:54:14.000Z,"⠀ #repost @stephen_zrnic⠀ • • •⠀ Late night rehearsing for #sydneycountrymusicfestival 
Using #universalaudio #apollo8p through #gsus4co DI #redeye then processed #marshallclassic ua plugin then re-miced @orangeamplifiers cab through @slatedigital #vms #m1l and modelled the #fet47 mod. I think i found my guitar recording chain.. :D",1724627615395898400,4676721204,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.011Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e35/28151777_1600608610015930_1275906626112454656_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=110&_nc_ohc=NnAhNF4cxGkAX8vkyOa&edm=ABZsPhsBAAAA&ccb=7-4&oh=036d515d7a2223b35397c12a80f635b2&oe=60DBFC6E&_nc_sid=4efc9f&ig_cache_key=MTcyNDYyNzYxNTM5NTg5ODM2NA%3D%3D.2-ccb7-4,,
https://www.instagram.com/p/BfVRFclAe82/,https://www.instagram.com/gsus4co,gsus4co,𝔾𝕤𝕦𝕤𝟜 | Music Gear &amp; Supply Co,0,27,2018-02-18T09:02:48.000Z,"#Repost @stephen_zrnic ・・・
First gig with @gsus4co #redeye #DI
In love with the sound, clarity and body it gives the guitar.
Thank you #gsus4co once again",1717353973985439500,4676721204,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.011Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e35/27880736_151130465603506_6657403225257279488_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=110&_nc_ohc=D1wCrsXfXe8AX-E1fB7&edm=ABZsPhsBAAAA&ccb=7-4&oh=88c06eac26b409afaf5778a3e359d024&oe=60DCFFE6&_nc_sid=4efc9f&ig_cache_key=MTcxNzM1Mzk3Mzk4NTQzOTU0Mg%3D%3D.2-ccb7-4,,
https://www.instagram.com/p/Bep7YgnleLq/,https://www.instagram.com/xtns.evolution,xtns.evolution,Beers &amp; Brews,0,16,2018-02-01T13:05:50.000Z,"New toy arrived - Absolutely fantastic!
#bosskatana #ibanez #ibanezrg #gsus4co
#seymourduncan #katana50",1705155102971913000,7018105491,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.011Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e35/26863374_148707572511458_9109729508600053760_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=102&_nc_ohc=yw2BXNmqPuQAX8Xegjy&edm=ABZsPhsBAAAA&ccb=7-4&oh=10f1f29e54762a0e4fa1be030ed813f7&oe=60DC3F20&_nc_sid=4efc9f&ig_cache_key=MTcwNTE1NTEwMjk3MTkxMjkzOA%3D%3D.2-ccb7-4,,
https://www.instagram.com/p/BWPGztGB6tj/,https://www.instagram.com/danieljlewismusic,danieljlewismusic,Brisbane Musician,1,41,2017-07-07T06:55:01.000Z,"Uh oh... More shenanigans 
I have something very cool to share with you very soon *watch this space*
.
.
.
.
.
.
.
.
.
.
#scarlettlove #nebulus #dd7 #oc3 #RC30 #pedaltrain #yamahamusic #pedalboard #pedals #miniboard #flyboard #newbuild #newporduct #gsus4co #inkwell #watchthisspace",1553490337858038500,343262138,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.011Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e35/19761836_677886002411853_7392610504306327552_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=109&_nc_ohc=xdEpvKc7CfEAX82dL88&edm=ABZsPhsBAAAA&ccb=7-4&oh=43297fd0426e750e7822bbc4e03c8897&oe=60DC999A&_nc_sid=4efc9f&ig_cache_key=MTU1MzQ5MDMzNzg1ODAzODYyNw%3D%3D.2-ccb7-4,,
